,year,city_code,product_type,product,destinated_area
59,2019-01-01,051e9cc7d7636816,permanent,Permanent-other,12.52
60,2018-01-01,051e9cc7d7636816,permanent,Cocoa,66.17
61,2019-01-01,051e9cc7d7636816,permanent,Cocoa,66.17
62,2018-01-01,051e9cc7d7636816,temporary,Soy,0.0
63,2019-01-01,051e9cc7d7636816,temporary,Soy,0.0
64,2018-01-01,051e9cc7d7636816,permanent,Açaí,6450.0
65,2019-01-01,051e9cc7d7636816,permanent,Açaí,6450.0
66,2018-01-01,051e9cc7d7636816,temporary,Sorghum,0.0
67,2019-01-01,051e9cc7d7636816,temporary,Sorghum,0.0
68,2019-01-01,051e9cc7d7636816,temporary,Cassava,99.6
69,2018-01-01,051e9cc7d7636816,permanent,Permanent-other,12.52
70,2018-01-01,051e9cc7d7636816,temporary,Cassava,99.6
71,2019-01-01,051e9cc7d7636816,temporary,Temporary-other,24.19
72,2018-01-01,062ce4c17e84291e,temporary,Sorghum,0.0
73,2019-01-01,062ce4c17e84291e,permanent,Açaí,27.2
74,2018-01-01,062ce4c17e84291e,permanent,Açaí,27.2
75,2018-01-01,062ce4c17e84291e,temporary,Soy,0.0
76,2019-01-01,062ce4c17e84291e,permanent,Cocoa,0.0
77,2018-01-01,062ce4c17e84291e,permanent,Cocoa,0.0
78,2019-01-01,062ce4c17e84291e,permanent,Permanent-other,11.32
79,2018-01-01,062ce4c17e84291e,permanent,Permanent-other,11.32
80,2019-01-01,062ce4c17e84291e,temporary,Rice,3.0
81,2018-01-01,062ce4c17e84291e,temporary,Rice,3.0
82,2019-01-01,062ce4c17e84291e,pasture,Livestock,749.1785468050006
83,2018-01-01,062ce4c17e84291e,pasture,Livestock,749.1785468050006
84,2019-01-01,062ce4c17e84291e,temporary,Soy,0.0
85,2019-01-01,062ce4c17e84291e,temporary,Temporary-other,0.0
86,2018-01-01,062ce4c17e84291e,temporary,Cassava,18.61666666666667
87,2019-01-01,062ce4c17e84291e,temporary,Cassava,18.61666666666667
88,2018-01-01,062ce4c17e84291e,permanent,Palm oil,0.0
89,2019-01-01,062ce4c17e84291e,permanent,Palm oil,0.0
90,2018-01-01,062ce4c17e84291e,temporary,Beans,0.0
91,2019-01-01,062ce4c17e84291e,temporary,Sorghum,0.0
92,2018-01-01,062ce4c17e84291e,temporary,Corn,10.0
93,2019-01-01,062ce4c17e84291e,temporary,Corn,10.0
94,2018-01-01,062ce4c17e84291e,temporary,Temporary-other,0.0
95,2019-01-01,062ce4c17e84291e,temporary,Beans,0.0
96,2018-01-01,074590cfc1c41ebf,permanent,Açaí,48.0
97,2019-01-01,074590cfc1c41ebf,temporary,Sorghum,0.0
98,2018-01-01,074590cfc1c41ebf,temporary,Sorghum,0.0
99,2018-01-01,074590cfc1c41ebf,temporary,Cassava,2800.3
100,2019-01-01,074590cfc1c41ebf,temporary,Cassava,2800.3
101,2018-01-01,074590cfc1c41ebf,permanent,Palm oil,0.0
102,2019-01-01,074590cfc1c41ebf,permanent,Palm oil,0.0
103,2018-01-01,074590cfc1c41ebf,temporary,Beans,415.075
104,2019-01-01,074590cfc1c41ebf,temporary,Beans,415.075
105,2018-01-01,074590cfc1c41ebf,temporary,Corn,1445.0
106,2018-01-01,074590cfc1c41ebf,temporary,Temporary-other,154.6
107,2019-01-01,074590cfc1c41ebf,temporary,Temporary-other,154.6
108,2018-01-01,074590cfc1c41ebf,pasture,Livestock,716190.0041410006
109,2018-01-01,074590cfc1c41ebf,permanent,Cocoa,7332.63
110,2018-01-01,074590cfc1c41ebf,temporary,Rice,1399.35
111,2019-01-01,074590cfc1c41ebf,temporary,Rice,1399.35
112,2018-01-01,074590cfc1c41ebf,permanent,Permanent-other,3509.4
113,2019-01-01,074590cfc1c41ebf,permanent,Permanent-other,3509.4
114,2019-01-01,074590cfc1c41ebf,permanent,Cocoa,7332.63
115,2019-01-01,074590cfc1c41ebf,permanent,Açaí,48.0
116,2019-01-01,074590cfc1c41ebf,temporary,Corn,1445.0
117,2019-01-01,074590cfc1c41ebf,pasture,Livestock,716190.0041410006
118,2019-01-01,074590cfc1c41ebf,temporary,Soy,1882.11
119,2018-01-01,074590cfc1c41ebf,temporary,Soy,1882.11
120,2018-01-01,07bba1a59af78f2d,temporary,Cassava,964.4
121,2018-01-01,07bba1a59af78f2d,temporary,Beans,130.2
122,2019-01-01,07bba1a59af78f2d,temporary,Beans,130.2
123,2018-01-01,07bba1a59af78f2d,temporary,Corn,124.2
124,2019-01-01,07bba1a59af78f2d,temporary,Corn,124.2
125,2018-01-01,07bba1a59af78f2d,temporary,Temporary-other,2.1
126,2019-01-01,07bba1a59af78f2d,temporary,Temporary-other,2.1
127,2018-01-01,07bba1a59af78f2d,pasture,Livestock,34504.45213560006
128,2019-01-01,07bba1a59af78f2d,pasture,Livestock,34504.45213560006
129,2018-01-01,07bba1a59af78f2d,temporary,Rice,26.65
130,2019-01-01,07bba1a59af78f2d,temporary,Rice,26.65
131,2018-01-01,07bba1a59af78f2d,permanent,Permanent-other,777.97
132,2019-01-01,07bba1a59af78f2d,permanent,Permanent-other,777.97
133,2018-01-01,07bba1a59af78f2d,permanent,Cocoa,80.0
134,2019-01-01,07bba1a59af78f2d,permanent,Cocoa,80.0
135,2018-01-01,07bba1a59af78f2d,temporary,Soy,0.0
136,2019-01-01,07bba1a59af78f2d,temporary,Soy,0.0
137,2018-01-01,07bba1a59af78f2d,permanent,Açaí,5983.0
138,2019-01-01,07bba1a59af78f2d,permanent,Açaí,5983.0
139,2019-01-01,07bba1a59af78f2d,temporary,Sorghum,0.0
140,2018-01-01,07bba1a59af78f2d,permanent,Palm oil,411.46
141,2019-01-01,07bba1a59af78f2d,permanent,Palm oil,411.46
142,2018-01-01,07bba1a59af78f2d,temporary,Sorghum,0.0
143,2019-01-01,07bba1a59af78f2d,temporary,Cassava,964.4
144,2019-01-01,07ce2e79e19977e9,temporary,Sorghum,0.0
145,2018-01-01,07ce2e79e19977e9,temporary,Sorghum,0.0
146,2019-01-01,07ce2e79e19977e9,permanent,Açaí,9.6
147,2018-01-01,07ce2e79e19977e9,permanent,Açaí,9.6
148,2019-01-01,07ce2e79e19977e9,temporary,Soy,0.0
149,2018-01-01,07ce2e79e19977e9,temporary,Soy,0.0
150,2019-01-01,07ce2e79e19977e9,permanent,Cocoa,2.0
151,2018-01-01,07ce2e79e19977e9,permanent,Cocoa,2.0
152,2019-01-01,07ce2e79e19977e9,permanent,Permanent-other,9.15
153,2018-01-01,07ce2e79e19977e9,permanent,Permanent-other,9.15
154,2018-01-01,07ce2e79e19977e9,temporary,Beans,1.0
155,2019-01-01,07ce2e79e19977e9,pasture,Livestock,31753.072720499942
156,2018-01-01,07ce2e79e19977e9,pasture,Livestock,31753.072720499942
157,2019-01-01,07ce2e79e19977e9,temporary,Temporary-other,8.96
158,2018-01-01,07ce2e79e19977e9,temporary,Temporary-other,8.96
159,2019-01-01,07ce2e79e19977e9,temporary,Corn,10.32
160,2018-01-01,07ce2e79e19977e9,temporary,Corn,10.32
161,2018-01-01,07ce2e79e19977e9,permanent,Palm oil,0.0
162,2019-01-01,07ce2e79e19977e9,permanent,Palm oil,0.0
163,2019-01-01,07ce2e79e19977e9,temporary,Beans,1.0
164,2018-01-01,07ce2e79e19977e9,temporary,Rice,2.0
165,2019-01-01,07ce2e79e19977e9,temporary,Rice,2.0
166,2018-01-01,07ce2e79e19977e9,temporary,Cassava,66.85
167,2019-01-01,07ce2e79e19977e9,temporary,Cassava,66.85
168,2018-01-01,07ed828db19fe8ca,temporary,Cassava,466.0
169,2019-01-01,07ed828db19fe8ca,permanent,Açaí,0.0
170,2018-01-01,07ed828db19fe8ca,permanent,Açaí,0.0
171,2019-01-01,07ed828db19fe8ca,temporary,Soy,0.0
172,2018-01-01,07ed828db19fe8ca,temporary,Soy,0.0
173,2019-01-01,07ed828db19fe8ca,permanent,Cocoa,0.0
174,2018-01-01,07ed828db19fe8ca,permanent,Cocoa,0.0
175,2019-01-01,07ed828db19fe8ca,permanent,Permanent-other,84.54
176,2018-01-01,07ed828db19fe8ca,permanent,Permanent-other,84.54
177,2018-01-01,07ed828db19fe8ca,temporary,Sorghum,0.0
178,2019-01-01,07ed828db19fe8ca,temporary,Rice,13.9
179,2019-01-01,07ed828db19fe8ca,pasture,Livestock,9286.094358810014
180,2018-01-01,07ed828db19fe8ca,pasture,Livestock,9286.094358810014
181,2019-01-01,07ed828db19fe8ca,temporary,Temporary-other,0.0
182,2018-01-01,07ed828db19fe8ca,temporary,Temporary-other,0.0
183,2019-01-01,07ed828db19fe8ca,temporary,Corn,98.6
184,2018-01-01,07ed828db19fe8ca,temporary,Corn,98.6
185,2019-01-01,07ed828db19fe8ca,temporary,Beans,147.95
186,2018-01-01,07ed828db19fe8ca,temporary,Beans,147.95
187,2019-01-01,07ed828db19fe8ca,permanent,Palm oil,0.0
188,2018-01-01,07ed828db19fe8ca,temporary,Rice,13.9
189,2019-01-01,07ed828db19fe8ca,temporary,Sorghum,0.0
190,2019-01-01,07ed828db19fe8ca,temporary,Cassava,466.0
191,2018-01-01,07ed828db19fe8ca,permanent,Palm oil,0.0
192,2019-01-01,09791645137aa877,permanent,Açaí,0.0
193,2018-01-01,09791645137aa877,temporary,Cassava,1.0
194,2019-01-01,09791645137aa877,temporary,Cassava,1.0
195,2018-01-01,09791645137aa877,permanent,Palm oil,0.0
196,2019-01-01,09791645137aa877,permanent,Palm oil,0.0
197,2018-01-01,09791645137aa877,temporary,Beans,20.0
198,2019-01-01,09791645137aa877,temporary,Beans,20.0
199,2018-01-01,09791645137aa877,temporary,Corn,20.0
200,2019-01-01,09791645137aa877,temporary,Corn,20.0
201,2018-01-01,09791645137aa877,temporary,Temporary-other,0.0
202,2019-01-01,09791645137aa877,temporary,Temporary-other,0.0
203,2019-01-01,09791645137aa877,pasture,Livestock,1101.5033903800004
204,2018-01-01,09791645137aa877,temporary,Rice,76.0
205,2018-01-01,09791645137aa877,permanent,Permanent-other,102.1
206,2019-01-01,09791645137aa877,permanent,Permanent-other,102.1
207,2018-01-01,09791645137aa877,permanent,Cocoa,0.0
208,2019-01-01,09791645137aa877,permanent,Cocoa,0.0
209,2018-01-01,09791645137aa877,temporary,Soy,0.0
210,2019-01-01,09791645137aa877,temporary,Soy,0.0
211,2018-01-01,09791645137aa877,permanent,Açaí,0.0
212,2018-01-01,09791645137aa877,pasture,Livestock,1101.5033903800004
213,2019-01-01,09791645137aa877,temporary,Sorghum,0.0
214,2018-01-01,09791645137aa877,temporary,Sorghum,0.0
215,2019-01-01,09791645137aa877,temporary,Rice,76.0
216,2019-01-01,0dcbfaab30eb40c1,temporary,Soy,23.0
217,2018-01-01,0dcbfaab30eb40c1,temporary,Soy,23.0
218,2019-01-01,0dcbfaab30eb40c1,permanent,Cocoa,5.0
219,2018-01-01,0dcbfaab30eb40c1,permanent,Cocoa,5.0
220,2019-01-01,0dcbfaab30eb40c1,permanent,Permanent-other,194.02
221,2018-01-01,0dcbfaab30eb40c1,permanent,Permanent-other,194.02
222,2019-01-01,0dcbfaab30eb40c1,temporary,Rice,60.0
223,2018-01-01,0dcbfaab30eb40c1,temporary,Rice,60.0
224,2019-01-01,0dcbfaab30eb40c1,pasture,Livestock,85880.88960120014
225,2018-01-01,0dcbfaab30eb40c1,permanent,Açaí,75.6
226,2018-01-01,0dcbfaab30eb40c1,pasture,Livestock,85880.88960120014
227,2018-01-01,0dcbfaab30eb40c1,temporary,Temporary-other,131.15
228,2019-01-01,0dcbfaab30eb40c1,temporary,Corn,900.0
229,2018-01-01,0dcbfaab30eb40c1,temporary,Corn,900.0
230,2019-01-01,0dcbfaab30eb40c1,temporary,Beans,453.4
231,2018-01-01,0dcbfaab30eb40c1,temporary,Beans,453.4
232,2019-01-01,0dcbfaab30eb40c1,permanent,Palm oil,0.0
233,2018-01-01,0dcbfaab30eb40c1,permanent,Palm oil,0.0
234,2019-01-01,0dcbfaab30eb40c1,temporary,Cassava,5587.0
235,2018-01-01,0dcbfaab30eb40c1,temporary,Cassava,5587.0
236,2019-01-01,0dcbfaab30eb40c1,temporary,Temporary-other,131.15
237,2019-01-01,0dcbfaab30eb40c1,permanent,Açaí,75.6
238,2018-01-01,0dcbfaab30eb40c1,temporary,Sorghum,0.0
239,2019-01-01,0dcbfaab30eb40c1,temporary,Sorghum,0.0
240,2019-01-01,0ea136556d12fc16,permanent,Açaí,0.0
241,2018-01-01,0ea136556d12fc16,permanent,Açaí,0.0
242,2019-01-01,0ea136556d12fc16,temporary,Soy,0.0
243,2018-01-01,0ea136556d12fc16,temporary,Soy,0.0
244,2019-01-01,0ea136556d12fc16,permanent,Cocoa,2572.08
245,2018-01-01,0ea136556d12fc16,permanent,Cocoa,2572.08
246,2019-01-01,0ea136556d12fc16,permanent,Permanent-other,1598.75
247,2018-01-01,0ea136556d12fc16,permanent,Permanent-other,1598.75
248,2019-01-01,0ea136556d12fc16,temporary,Rice,155.96
249,2018-01-01,0ea136556d12fc16,temporary,Rice,155.96
250,2019-01-01,0ea136556d12fc16,pasture,Livestock,1614075.5870500004
251,2019-01-01,0ea136556d12fc16,temporary,Temporary-other,140.67
252,2018-01-01,0ea136556d12fc16,temporary,Temporary-other,140.67
253,2019-01-01,0ea136556d12fc16,temporary,Corn,6310.56
254,2018-01-01,0ea136556d12fc16,temporary,Corn,6310.56
255,2019-01-01,0ea136556d12fc16,temporary,Beans,273.33
256,2018-01-01,0ea136556d12fc16,temporary,Beans,273.33
257,2019-01-01,0ea136556d12fc16,permanent,Palm oil,0.0
258,2018-01-01,0ea136556d12fc16,permanent,Palm oil,0.0
259,2019-01-01,0ea136556d12fc16,temporary,Cassava,1786.8
260,2018-01-01,0ea136556d12fc16,temporary,Cassava,1786.8
261,2019-01-01,0ea136556d12fc16,temporary,Sorghum,0.0
262,2018-01-01,0ea136556d12fc16,temporary,Sorghum,0.0
263,2018-01-01,0ea136556d12fc16,pasture,Livestock,1614075.5870500004
264,2018-01-01,1096f26c5a236d0b,temporary,Rice,150.0
265,2019-01-01,1096f26c5a236d0b,permanent,Açaí,0.0
266,2018-01-01,1096f26c5a236d0b,permanent,Açaí,0.0
267,2019-01-01,1096f26c5a236d0b,temporary,Soy,0.0
268,2018-01-01,1096f26c5a236d0b,temporary,Soy,0.0
269,2019-01-01,1096f26c5a236d0b,permanent,Cocoa,0.0
270,2018-01-01,1096f26c5a236d0b,permanent,Cocoa,0.0
271,2019-01-01,1096f26c5a236d0b,permanent,Permanent-other,561.3
272,2018-01-01,1096f26c5a236d0b,permanent,Permanent-other,561.3
273,2019-01-01,1096f26c5a236d0b,temporary,Rice,150.0
274,2019-01-01,1096f26c5a236d0b,pasture,Livestock,94914.38110489989
275,2018-01-01,1096f26c5a236d0b,pasture,Livestock,94914.38110489989
276,2019-01-01,1096f26c5a236d0b,temporary,Temporary-other,16.3
277,2018-01-01,1096f26c5a236d0b,temporary,Temporary-other,16.3
278,2019-01-01,1096f26c5a236d0b,temporary,Corn,690.0
279,2018-01-01,1096f26c5a236d0b,temporary,Corn,690.0
280,2019-01-01,1096f26c5a236d0b,temporary,Beans,21.15
281,2018-01-01,1096f26c5a236d0b,temporary,Beans,21.15
282,2019-01-01,1096f26c5a236d0b,permanent,Palm oil,0.0
283,2018-01-01,1096f26c5a236d0b,permanent,Palm oil,0.0
284,2019-01-01,1096f26c5a236d0b,temporary,Cassava,63.3
285,2018-01-01,1096f26c5a236d0b,temporary,Cassava,63.3
286,2018-01-01,1096f26c5a236d0b,temporary,Sorghum,0.0
287,2019-01-01,1096f26c5a236d0b,temporary,Sorghum,0.0
288,2019-01-01,10973d6049af898b,temporary,Sorghum,0.0
289,2019-01-01,10973d6049af898b,temporary,Cassava,1276.0
290,2018-01-01,10973d6049af898b,temporary,Cassava,1276.0
291,2018-01-01,10973d6049af898b,permanent,Açaí,12.4
292,2019-01-01,10973d6049af898b,temporary,Soy,13672.0
293,2018-01-01,10973d6049af898b,temporary,Soy,13672.0
294,2019-01-01,10973d6049af898b,permanent,Cocoa,0.0
295,2018-01-01,10973d6049af898b,permanent,Cocoa,0.0
296,2019-01-01,10973d6049af898b,permanent,Permanent-other,184.38
297,2018-01-01,10973d6049af898b,permanent,Permanent-other,184.38
298,2019-01-01,10973d6049af898b,temporary,Rice,1950.0
299,2018-01-01,10973d6049af898b,temporary,Rice,1950.0
300,2019-01-01,10973d6049af898b,pasture,Livestock,43634.11252050001
301,2019-01-01,10973d6049af898b,permanent,Açaí,12.4
302,2018-01-01,10973d6049af898b,pasture,Livestock,43634.11252050001
303,2019-01-01,10973d6049af898b,temporary,Temporary-other,109.4
304,2018-01-01,10973d6049af898b,temporary,Temporary-other,109.4
305,2019-01-01,10973d6049af898b,temporary,Corn,9090.0
306,2018-01-01,10973d6049af898b,temporary,Corn,9090.0
307,2019-01-01,10973d6049af898b,temporary,Beans,592.5
308,2018-01-01,10973d6049af898b,temporary,Beans,592.5
309,2019-01-01,10973d6049af898b,permanent,Palm oil,0.0
310,2018-01-01,10973d6049af898b,permanent,Palm oil,0.0
311,2018-01-01,10973d6049af898b,temporary,Sorghum,0.0
312,2018-01-01,114487007645c940,permanent,Palm oil,0.0
313,2018-01-01,114487007645c940,pasture,Livestock,5686.7464667899985
314,2019-01-01,114487007645c940,temporary,Temporary-other,7.67
315,2018-01-01,114487007645c940,temporary,Temporary-other,7.67
316,2019-01-01,114487007645c940,permanent,Palm oil,0.0
317,2018-01-01,114487007645c940,temporary,Corn,39.85
318,2019-01-01,114487007645c940,temporary,Beans,21.67
319,2018-01-01,114487007645c940,temporary,Beans,21.67
320,2019-01-01,114487007645c940,pasture,Livestock,5686.7464667899985
321,2019-01-01,114487007645c940,temporary,Corn,39.85
322,2018-01-01,114487007645c940,temporary,Rice,13.605
323,2019-01-01,114487007645c940,permanent,Cocoa,0.0
324,2018-01-01,114487007645c940,permanent,Permanent-other,92.64
325,2019-01-01,114487007645c940,permanent,Permanent-other,92.64
326,2018-01-01,114487007645c940,permanent,Cocoa,0.0
327,2018-01-01,114487007645c940,temporary,Soy,0.0
328,2019-01-01,114487007645c940,temporary,Soy,0.0
329,2018-01-01,114487007645c940,permanent,Açaí,123.9
330,2019-01-01,114487007645c940,permanent,Açaí,123.9
331,2018-01-01,114487007645c940,temporary,Sorghum,0.0
332,2019-01-01,114487007645c940,temporary,Sorghum,0.0
333,2019-01-01,114487007645c940,temporary,Rice,13.605
334,2019-01-01,114487007645c940,temporary,Cassava,945.5
335,2018-01-01,114487007645c940,temporary,Cassava,945.5
336,2019-01-01,11645a57d3a1d507,temporary,Cassava,5120.0
337,2018-01-01,11645a57d3a1d507,temporary,Sorghum,0.0
338,2019-01-01,11645a57d3a1d507,permanent,Açaí,799.0
339,2018-01-01,11645a57d3a1d507,permanent,Açaí,799.0
340,2019-01-01,11645a57d3a1d507,temporary,Soy,0.0
341,2018-01-01,11645a57d3a1d507,temporary,Soy,0.0
342,2019-01-01,11645a57d3a1d507,permanent,Cocoa,76.8
343,2018-01-01,11645a57d3a1d507,permanent,Cocoa,76.8
344,2019-01-01,11645a57d3a1d507,permanent,Permanent-other,986.34
345,2018-01-01,11645a57d3a1d507,permanent,Permanent-other,986.34
346,2019-01-01,11645a57d3a1d507,temporary,Rice,10.0
347,2018-01-01,11645a57d3a1d507,temporary,Rice,10.0
348,2019-01-01,11645a57d3a1d507,pasture,Livestock,61463.91417919993
349,2018-01-01,11645a57d3a1d507,pasture,Livestock,61463.91417919993
350,2019-01-01,11645a57d3a1d507,temporary,Temporary-other,84.7
351,2018-01-01,11645a57d3a1d507,temporary,Temporary-other,84.7
352,2019-01-01,11645a57d3a1d507,temporary,Corn,420.9
353,2018-01-01,11645a57d3a1d507,temporary,Corn,420.9
354,2019-01-01,11645a57d3a1d507,temporary,Beans,460.0
355,2018-01-01,11645a57d3a1d507,temporary,Beans,460.0
356,2019-01-01,11645a57d3a1d507,permanent,Palm oil,946.0
357,2018-01-01,11645a57d3a1d507,permanent,Palm oil,946.0
358,2018-01-01,11645a57d3a1d507,temporary,Cassava,5120.0
359,2019-01-01,11645a57d3a1d507,temporary,Sorghum,0.0
360,2019-01-01,11b6622567f98f3b,temporary,Sorghum,0.0
361,2019-01-01,11b6622567f98f3b,temporary,Cassava,1189.0
362,2018-01-01,11b6622567f98f3b,temporary,Cassava,1189.0
363,2018-01-01,11b6622567f98f3b,permanent,Palm oil,250.0
364,2019-01-01,11b6622567f98f3b,permanent,Palm oil,250.0
365,2018-01-01,11b6622567f98f3b,temporary,Beans,135.2
366,2019-01-01,11b6622567f98f3b,temporary,Beans,135.2
367,2018-01-01,11b6622567f98f3b,temporary,Corn,232.7
368,2018-01-01,11b6622567f98f3b,temporary,Temporary-other,0.0
369,2019-01-01,11b6622567f98f3b,temporary,Temporary-other,0.0
370,2018-01-01,11b6622567f98f3b,pasture,Livestock,27310.646475599995
371,2019-01-01,11b6622567f98f3b,pasture,Livestock,27310.646475599995
372,2019-01-01,11b6622567f98f3b,temporary,Corn,232.7
373,2019-01-01,11b6622567f98f3b,temporary,Rice,10.0
374,2018-01-01,11b6622567f98f3b,permanent,Permanent-other,459.05
375,2019-01-01,11b6622567f98f3b,permanent,Permanent-other,459.05
376,2018-01-01,11b6622567f98f3b,permanent,Cocoa,0.0
377,2019-01-01,11b6622567f98f3b,permanent,Cocoa,0.0
378,2018-01-01,11b6622567f98f3b,temporary,Soy,0.0
379,2019-01-01,11b6622567f98f3b,temporary,Soy,0.0
380,2018-01-01,11b6622567f98f3b,permanent,Açaí,0.0
381,2019-01-01,11b6622567f98f3b,permanent,Açaí,0.0
382,2018-01-01,11b6622567f98f3b,temporary,Rice,10.0
383,2018-01-01,11b6622567f98f3b,temporary,Sorghum,0.0
384,2019-01-01,13804a196311e1ba,temporary,Rice,97.8
385,2018-01-01,13804a196311e1ba,temporary,Rice,97.8
386,2019-01-01,13804a196311e1ba,pasture,Livestock,81946.52700949997
387,2018-01-01,13804a196311e1ba,pasture,Livestock,81946.52700949997
388,2019-01-01,13804a196311e1ba,temporary,Beans,140.9
389,2018-01-01,13804a196311e1ba,temporary,Temporary-other,100.52
390,2019-01-01,13804a196311e1ba,temporary,Corn,934.0
391,2018-01-01,13804a196311e1ba,temporary,Corn,934.0
392,2018-01-01,13804a196311e1ba,permanent,Permanent-other,491.41
393,2019-01-01,13804a196311e1ba,temporary,Temporary-other,100.52
394,2018-01-01,13804a196311e1ba,temporary,Cassava,1676.0
395,2019-01-01,13804a196311e1ba,temporary,Cassava,1676.0
396,2018-01-01,13804a196311e1ba,permanent,Palm oil,0.0
397,2018-01-01,13804a196311e1ba,permanent,Cocoa,275.6
398,2019-01-01,13804a196311e1ba,permanent,Cocoa,275.6
399,2018-01-01,13804a196311e1ba,temporary,Soy,0.0
400,2019-01-01,13804a196311e1ba,temporary,Soy,0.0
401,2018-01-01,13804a196311e1ba,permanent,Açaí,51.24
402,2019-01-01,13804a196311e1ba,permanent,Açaí,51.24
403,2018-01-01,13804a196311e1ba,temporary,Sorghum,0.0
404,2019-01-01,13804a196311e1ba,temporary,Sorghum,0.0
405,2019-01-01,13804a196311e1ba,permanent,Palm oil,0.0
406,2019-01-01,13804a196311e1ba,permanent,Permanent-other,491.41
407,2018-01-01,13804a196311e1ba,temporary,Beans,140.9
408,2018-01-01,164c8953d3af2bbe,temporary,Sorghum,0.0
409,2018-01-01,164c8953d3af2bbe,pasture,Livestock,206062.96928499997
410,2019-01-01,164c8953d3af2bbe,temporary,Cassava,119.4
411,2019-01-01,164c8953d3af2bbe,permanent,Açaí,19.2
412,2018-01-01,164c8953d3af2bbe,permanent,Açaí,19.2
413,2019-01-01,164c8953d3af2bbe,temporary,Soy,0.0
414,2018-01-01,164c8953d3af2bbe,temporary,Soy,0.0
415,2019-01-01,164c8953d3af2bbe,permanent,Cocoa,4161.36
